,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995
rena,1,1.0,,,,,,,,
rendyrkede,1,1.0,,,,,,,,
rene,6,2.0,3.0,2.0,4.0,10.0,5.0,16.0,18.0,6.0
reneste,1,1.0,,,,,,1.0,1.0,
renlinjede,1,,,,,,,,,
renslig,7,3.0,3.0,3.0,,1.0,7.0,6.0,,1.0
rensligere,1,1.0,1.0,,,,,,,
rent,1,3.0,5.0,5.0,1.0,11.0,14.0,9.0,4.0,5.0
reportasje,5,10.0,14.0,11.0,10.0,16.0,19.0,22.0,27.0,14.0
reportasjeobjekter,1,1.0,1.0,,,,,,,
reporter,4,1.0,,,2.0,4.0,6.0,6.0,6.0,4.0
reportere,1,1.0,,1.0,1.0,,4.0,7.0,6.0,4.0
representanten,2,2.0,,,1.0,1.0,,,,
representanter,4,1.0,,,1.0,1.0,3.0,5.0,4.0,4.0
representativ,1,,,,,,,1.0,2.0,2.0
representerer,7,12.0,14.0,8.0,6.0,16.0,23.0,25.0,15.0,11.0
representert,1,2.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0
representerte,3,2.0,,1.0,4.0,4.0,,1.0,1.0,3.0
rering,1,1.0,,,,,,,,
residert,1,1.0,,,,,,,,
resolutt,2,,,,,,,,,1.0
resonnerende,1,1.0,,,,,1.0,,,
respekt,3,5.0,3.0,1.0,2.0,3.0,11.0,20.0,16.0,6.0
respektert,2,2.0,,,,2.0,3.0,2.0,4.0,4.0
respektløs,1,,1.0,1.0,1.0,,,4.0,4.0,1.0
restaurantens,1,1.0,1.0,,,,,,,
restaurantvirksomhet,1,,,,,,,,,
resul,1,,,,,,,,,
resultat,2,2.0,,,4.0,11.0,24.0,19.0,11.0,12.0
resultater,4,,,,,1.0,2.0,7.0,10.0,7.0
retning,2,3.0,6.0,5.0,6.0,13.0,9.0,16.0,15.0,11.0
rett,4,3.0,7.0,10.0,12.0,21.0,30.0,53.0,60.0,42.0
rette,6,7.0,8.0,6.0,7.0,9.0,19.0,26.0,18.0,11.0
retteleg,1,1.0,1.0,1.0,,,,,,
rettelsen,1,,,,,,,,,
retten,2,,,,3.0,12.0,13.0,14.0,7.0,10.0
rettesnoren,1,1.0,,,,,,,1.0,1.0
rettet,2,4.0,4.0,3.0,4.0,5.0,10.0,14.0,13.0,11.0
rettferdiggjør,1,,,,,,,2.0,3.0,2.0
rettleiing,1,1.0,1.0,,,,,,,
rettning,1,,,,,,,,,
rettssikkerheten,1,,,,,,1.0,1.0,,
rettsvesen,1,1.0,,,,,,1.0,1.0,1.0
revisjon,1,1.0,,,1.0,1.0,,,1.0,2.0
revisjonistiske,1,1.0,1.0,,,,,,,
revolver,3,1.0,3.0,2.0,2.0,,3.0,6.0,4.0,2.0
rfatterskap,1,,,,,,,,,
rid,1,1.0,,,,,,,,
ridestelletff,1,1.0,,,,,,,,
rikdom,3,3.0,,,,,,,,
rikdoni,1,1.0,,,,,,,,
riktig,7,5.0,3.0,5.0,12.0,15.0,14.0,16.0,14.0,14.0
riktige,4,7.0,4.0,2.0,2.0,2.0,2.0,5.0,5.0,6.0
riktigere,1,,,,,,,1.0,1.0,
riktignok,1,1.0,1.0,1.0,,,4.0,5.0,3.0,2.0
ring,1,3.0,2.0,4.0,3.0,6.0,12.0,11.0,7.0,8.0
ringeste,1,2.0,1.0,,,,,,,
river,1,,,,,,,,1.0,1.0
rle,1,1.0,,,,,,,,
rnegeiinprodukijon,1,,,,,,,,,
roed,1,1.0,,,,,,,,
rolig,2,1.0,,,,,,,,
roligere,1,,,,,,1.0,1.0,1.0,
rolle,1,2.0,1.0,2.0,3.0,2.0,3.0,10.0,15.0,22.0
rom,1,,,,1.0,3.0,2.0,13.0,14.0,18.0
roman,3,1.0,1.0,1.0,2.0,5.0,4.0,4.0,2.0,3.0
romanane,1,1.0,,,,,,,,
romaner,2,3.0,3.0,2.0,2.0,8.0,8.0,7.0,5.0,4.0
romantisk,1,1.0,1.0,,,,,,,1.0
rommes,3,,,,,,1.0,,,
romslige,1,1.0,,,,,1.0,1.0,,
rota,1,1.0,,,,,,,,
rotter,1,1.0,,,1.0,1.0,,1.0,1.0,1.0
rpmmer,1,,,,,,,,,
rr,1,,,,1.0,1.0,,,,
rsonlig,1,1.0,,,,,,,,
rta,1,1.0,,,,,,,,
rubrikk,1,2.0,1.0,,,,,,,
rummes,1,,,,,,,,,
rundt,1,,,2.0,4.0,6.0,16.0,33.0,38.0,50.0
runn,1,1.0,,,,,,,,
russisk,1,1.0,1.0,,,,4.0,6.0,7.0,6.0
rustet,1,,,,,,,,,1.0
rutinert,1,,,,,,,,,
rykte,1,,,,1.0,1.0,2.0,4.0,2.0,1.0
rystende,2,1.0,,,2.0,4.0,,,,
rå-,1,1.0,1.0,,,,,,,
råd,1,1.0,3.0,6.0,6.0,6.0,2.0,5.0,5.0,6.0
rødt,1,,,,,1.0,1.0,2.0,1.0,1.0
røper,1,2.0,1.0,,,1.0,2.0,1.0,2.0,1.0
s,17,14.0,15.0,17.0,24.0,24.0,23.0,71.0,70.0,35.0
sAnt,1,,,,,,,,,
sHelser,1,,,,,,,,,
sa,13,9.0,10.0,23.0,30.0,48.0,63.0,90.0,86.0,66.0
sadistiske,1,1.0,,,,,,,,
sagaen,1,1.0,,,,,,,,
sagastilig,1,,,,,,,,,
sagt,5,2.0,3.0,7.0,14.0,17.0,12.0,21.0,21.0,27.0
sak,3,5.0,5.0,9.0,12.0,19.0,18.0,44.0,34.0,17.0
saka,1,,,,1.0,1.0,1.0,2.0,5.0,5.0
saken,12,9.0,8.0,7.0,8.0,22.0,30.0,64.0,75.0,62.0
sakene,2,1.0,1.0,3.0,2.0,3.0,4.0,7.0,7.0,4.0
sakens,1,2.0,2.0,2.0,1.0,,2.0,4.0,6.0,4.0
saklig,8,9.0,11.0,11.0,14.0,22.0,42.0,88.0,90.0,281.0
saklige,1,4.0,3.0,2.0,1.0,3.0,3.0,3.0,3.0,4.0
saklighet,3,2.0,1.0,2.0,1.0,4.0,5.0,1.0,3.0,4.0
sakllgheten,1,1.0,,,,,,,,
salg,8,2.0,1.0,1.0,1.0,10.0,20.0,17.0,15.0,22.0
salg-,2,,,,,,,,,
salget,1,1.0,,,,,,,1.0,1.0
salgsvirksomhet,1,1.0,1.0,,,2.0,,,,
salv,1,1.0,,,,,,,,
sam,1,2.0,2.0,,,,2.0,6.0,6.0,1.0
saman,1,,,,3.0,7.0,7.0,4.0,2.0,1.0
same,1,,,,2.0,7.0,8.0,3.0,3.0,3.0
sameina,1,1.0,,2.0,2.0,,,,,1.0
samfunnsgagnlig,1,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0
samfunnsgavnlig,1,1.0,,,,,2.0,1.0,,
samfunnsliv,5,,,,1.0,1.0,2.0,11.0,16.0,30.0
samfunnslære,2,2.0,2.0,1.0,,,,1.0,1.0,
samfunnsmessig,1,,,,,,,2.0,2.0,1.0
samfunnsskadelig,1,1.0,,,,,,,,
samfunnsskildrlng,1,1.0,,,,,,,,
samfunnsvidenskap,1,1.0,1.0,,,1.0,,,,
samfunnsvitenskap,1,1.0,,,,3.0,3.0,16.0,16.0,4.0
samles,1,,,,1.0,1.0,,,2.0,4.0
samling,1,1.0,2.0,1.0,1.0,1.0,3.0,8.0,10.0,4.0
samme,14,14.0,19.0,28.0,26.0,34.0,42.0,57.0,53.0,56.0
sammenheng,1,3.0,3.0,3.0,7.0,25.0,23.0,9.0,11.0,10.0
sammenlignes,1,1.0,,,1.0,2.0,2.0,1.0,,
sammenligning,1,1.0,,,,,,,1.0,1.0
samspill,1,,1.0,1.0,,,,1.0,1.0,
samt,6,5.0,6.0,4.0,8.0,16.0,29.0,57.0,77.0,62.0
samtale,1,3.0,3.0,11.0,9.0,4.0,3.0,3.0,4.0,1.0
samtidig,12,15.0,13.0,12.0,11.0,21.0,26.0,34.0,37.0,41.0
samtids,1,1.0,,,,,,,,
samtidshistori.sk,1,1.0,1.0,,,,,,,
samvittighetsløs,3,,,,,,,,,
sang,1,,4.0,74.0,74.0,2.0,3.0,4.0,5.0,4.0
sanger,1,1.0,,,,,2.0,2.0,1.0,1.0
sann,2,,2.0,3.0,3.0,2.0,6.0,2.0,4.0,4.0
sannferdighet,1,,,,,,,,,
sannhet,3,,,2.0,3.0,2.0,1.0,4.0,5.0,3.0
sannheten,3,3.0,11.0,14.0,13.0,9.0,4.0,8.0,12.0,9.0
sannhetssøkende,1,,,,,,5.0,9.0,9.0,6.0
sans,10,10.0,14.0,25.0,22.0,23.0,29.0,29.0,31.0,25.0
sats,2,2.0,,,,,,1.0,,
satt,2,7.0,9.0,9.0,8.0,10.0,15.0,15.0,11.0,16.0
satte,1,1.0,,1.0,2.0,3.0,2.0,4.0,5.0,2.0
savner,8,2.0,2.0,1.0,1.0,5.0,8.0,9.0,10.0,9.0
scenekunst,3,2.0,1.0,,,,,,,3.0
science,1,,2.0,2.0,,1.0,1.0,,,1.0
scmmertiden,1,1.0,,,,,,,,
scnlralboruclanie,1,1.0,,,,,,,,
se,4,12.0,13.0,7.0,9.0,16.0,21.0,44.0,45.0,39.0
seg,78,112.0,121.0,141.0,178.0,275.0,342.0,430.0,410.0,369.0
sei,1,1.0,1.0,1.0,1.0,,,,,
seia,1,,,,,1.0,,,1.0,1.0
seiens,1,1.0,,,,,,,,
seinare,3,,,1.0,1.0,1.0,2.0,2.0,1.0,1.0
seinere,3,3.0,,4.0,4.0,1.0,1.0,3.0,3.0,1.0
seiret,2,2.0,,,,,,,,
seiv,11,21.0,24.0,15.0,22.0,33.0,35.0,68.0,89.0,79.0
sekretariat,2,2.0,,,,,,,,
sekreter,1,,,,,,,,,
sekretærer,2,,,,,,,,,
seks,2,2.0,,,1.0,1.0,,2.0,2.0,
seksten,1,1.0,1.0,,,,,,,
seksuell,2,,,,,,,,,
sel,1,1.0,1.0,1.0,1.0,,1.0,1.0,2.0,1.0
selv,4,6.0,8.0,7.0,11.0,16.0,14.0,22.0,15.0,9.0
selvom,1,2.0,2.0,1.0,1.0,1.0,,,,
selvsagt,3,4.0,4.0,4.0,2.0,4.0,11.0,21.0,26.0,29.0
selvstendig,3,10.0,12.0,8.0,16.0,26.0,29.0,77.0,78.0,25.0
semester,1,1.0,,,,,,,1.0,7.0
semittisme,1,,,,,,,,,
sendt,1,,2.0,3.0,8.0,6.0,1.0,3.0,9.0,7.0
sendte,2,5.0,6.0,1.0,1.0,4.0,3.0,3.0,4.0,2.0
senere,9,11.0,15.0,14.0,18.0,25.0,33.0,27.0,23.0,16.0
senkes,1,1.0,,,,,,,,
sensas,2,2.0,1.0,,1.0,1.0,,,,
sensasj,1,1.0,,,,,,,,
sensasjon,1,2.0,2.0,5.0,5.0,5.0,2.0,1.0,2.0,2.0
sensasjons,8,6.0,7.0,5.0,4.0,6.0,5.0,4.0,,
sensasjonshistorier,1,1.0,,,,,,,,
sensasjonspreget,1,1.0,,3.0,5.0,8.0,9.0,8.0,6.0,8.0
sensasjonsreportasje,1,1.0,,,,,,,,
senterer,1,1.0,,,,,,,,
sentralt,1,1.0,1.0,1.0,,1.0,4.0,4.0,3.0,3.0
sentrumsmøte,1,1.0,1.0,,,,,,,
september,1,1.0,1.0,4.0,5.0,13.0,11.0,9.0,7.0,7.0
ser,6,11.0,8.0,10.0,18.0,37.0,51.0,78.0,72.0,65.0
serordning,1,1.0,,,,,,,,
serveres,1,,,,,,,4.0,3.0,1.0
servile,2,2.0,2.0,,,1.0,2.0,1.0,1.0,
set,1,,,,2.0,2.0,2.0,1.0,3.0,4.0
setning,1,2.0,1.0,,,,2.0,4.0,2.0,
setninger,1,,,,,,,,,
sett,8,8.0,7.0,19.0,24.0,40.0,28.0,50.0,48.0,39.0
sette,3,2.0,2.0,5.0,6.0,13.0,23.0,52.0,46.0,39.0
setter,4,2.0,4.0,9.0,12.0,13.0,13.0,64.0,69.0,23.0
settes,1,,,,2.0,2.0,3.0,8.0,9.0,8.0
sfcole-eksempel,1,1.0,,,,,,,,
shipping,1,1.0,,4.0,4.0,1.0,,,6.0,6.0
show-business,1,1.0,,,,,,,,
si,8,10.0,11.0,16.0,19.0,38.0,41.0,34.0,31.0,27.0
sialhøyskqlen,1,1.0,1.0,,,,,,,
sidan,1,,,,,,3.0,4.0,1.0,1.0
side,7,6.0,6.0,9.0,20.0,30.0,41.0,52.0,41.0,35.0
siden,14,29.0,28.0,36.0,37.0,44.0,48.0,56.0,66.0,59.0
sider,2,1.0,2.0,2.0,3.0,4.0,16.0,24.0,25.0,22.0
sidestykke,9,3.0,4.0,1.0,1.0,,2.0,2.0,6.0,4.0
sier,8,18.0,35.0,39.0,41.0,100.0,168.0,284.0,303.0,301.0
sies,2,6.0,5.0,5.0,7.0,4.0,5.0,6.0,5.0,4.0
signaler,1,1.0,,,1.0,1.0,1.0,1.0,1.0,1.0
signatur,1,1.0,,,,1.0,1.0,,,
sikkerhet,1,2.0,1.0,,,,,,,3.0
sikkerhets,1,1.0,,,,,,,,
sikkert,1,1.0,5.0,8.0,7.0,6.0,9.0,16.0,15.0,10.0
sikte,3,5.0,10.0,9.0,8.0,6.0,6.0,1.0,3.0,8.0
sikter,1,,,,,,1.0,2.0,4.0,3.0
siktet,1,,,,,1.0,1.0,1.0,2.0,1.0
sildefiske,1,1.0,1.0,,,,,,,
sildfisket,2,2.0,,,,,,,,
simpel,12,13.0,12.0,5.0,7.0,12.0,7.0,6.0,5.0,4.0
simple,1,,,,,,1.0,1.0,2.0,2.0
sin,79,123.0,159.0,126.0,141.0,235.0,297.0,405.0,1482.0,1926.0
sindig,1,1.0,,,,,,,,
sine,19,16.0,27.0,36.0,31.0,45.0,51.0,60.0,64.0,58.0
sinn,1,3.0,2.0,,,,4.0,4.0,3.0,2.0
sist,1,,,1.0,2.0,5.0,9.0,9.0,7.0,7.0
siste,7,15.0,17.0,17.0,21.0,43.0,45.0,68.0,68.0,62.0
sit-down,1,,,,,,,,,
sitat,3,3.0,1.0,1.0,,3.0,3.0,1.0,2.0,1.0
sitere,1,,,,1.0,2.0,1.0,,1.0,2.0
siterer,2,,,,,1.0,1.0,1.0,4.0,3.0
siterte,3,3.0,,,,1.0,1.0,,,
sitt,25,38.0,45.0,47.0,56.0,80.0,96.0,110.0,93.0,84.0
sitte,1,1.0,,,,6.0,5.0,2.0,2.0,3.0
sittet,1,1.0,,,2.0,2.0,,,,
situasjonen,1,2.0,2.0,,2.0,3.0,3.0,5.0,6.0,7.0
sjakkspillet,3,,,,,,,,,
sjefredaktør,1,3.0,2.0,1.0,1.0,5.0,6.0,8.0,12.0,8.0
sjelden,3,6.0,5.0,9.0,11.0,20.0,18.0,24.0,20.0,17.0
sjeldenhetene,1,1.0,,,,,,,,
sjeldne,5,4.0,,1.0,1.0,,,1.0,1.0,2.0
sjeldnere,1,,,,,,,,,
sjelen,2,2.0,2.0,,,,,,,
sjikanejournålistikk,2,,,,,,,,,
sjikanøs,2,2.0,,,,,,2.0,2.0,1.0
sjofel,3,2.0,4.0,2.0,1.0,1.0,3.0,3.0,2.0,3.0
sjofle,4,,,,,,,,,
sjolstendig,1,,,,,,,,,
sjonale,1,1.0,1.0,,,,,,,
sju,1,1.0,1.0,1.0,1.0,,2.0,3.0,2.0,2.0
sjå,2,1.0,1.0,,,2.0,2.0,3.0,2.0,2.0
sjøfolk,1,,,,,,,,,
sjøfølkene,1,1.0,,,,,,,,
sjøl,1,1.0,,,4.0,7.0,3.0,5.0,3.0,
sjøoffiser,1,,,,,,,,,
skade,4,4.0,,,1.0,4.0,10.0,12.0,8.0,2.0
skaffet,2,2.0,3.0,2.0,,,1.0,2.0,2.0,3.0
skal,42,68.0,98.0,90.0,118.0,189.0,278.0,420.0,433.0,545.0
skam,1,2.0,1.0,,1.0,2.0,2.0,2.0,2.0,4.0
skamløs,2,1.0,,,,,,,,
skamløst,1,,,,,,,,,
skammelig,1,,,,,,,1.0,2.0,2.0
skandale,2,4.0,2.0,2.0,1.0,1.0,1.0,3.0,3.0,1.0
skap,3,2.0,3.0,4.0,4.0,2.0,2.0,3.0,1.0,4.0
skape,1,1.0,4.0,14.0,14.0,12.0,10.0,13.0,28.0,30.0
skaper,1,,,1.0,6.0,7.0,11.0,24.0,26.0,24.0
skaperplikt,1,,,,,,,,,
skapt,3,2.0,3.0,9.0,10.0,6.0,6.0,8.0,19.0,14.0
skapte,2,2.0,1.0,2.0,3.0,3.0,4.0,9.0,7.0,4.0
skar,2,,,,,,,,,
skarp,1,,,1.0,1.0,2.0,3.0,7.0,7.0,6.0
skarpe,1,,,2.0,3.0,2.0,1.0,5.0,3.0,3.0
skarpt,2,,1.0,2.0,2.0,2.0,,1.0,3.0,2.0
skeptiske,2,2.0,1.0,1.0,1.0,,,,1.0,1.0
ski,2,2.0,,,,,,1.0,1.0,1.0
skikkelse,2,2.0,3.0,1.0,,1.0,,,,
skikkelser,1,1.0,1.0,1.0,1.0,1.0,1.0,,,
skikket,1,1.0,,,,,,,,
skildrer,2,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0
skildrin-,1,1.0,,,,,,,,
skilnad,1,1.0,,,,,1.0,1.0,,1.0
skinskrivning,1,1.0,,,,,,,,
skissetegning,1,,,,,,,,,
skitne,1,2.0,2.0,1.0,1.0,,1.0,2.0,1.0,
skitt,1,,,,,,1.0,,,
skitten,3,3.0,1.0,2.0,7.0,8.0,6.0,8.0,3.0,2.0
skjedde,1,1.0,1.0,1.0,2.0,4.0,3.0,3.0,5.0,3.0
skjellsord,1,,,,,,,1.0,2.0,1.0
skjevt,1,,1.0,1.0,1.0,,1.0,1.0,,3.0
skjær,1,1.0,1.0,1.0,,,,1.0,1.0,
skjød,1,1.0,,,,1.0,,,,
skjønner,1,,,1.0,1.0,2.0,2.0,5.0,3.0,3.0
skodespelarane,1,1.0,,,,,,,,
skole,5,28.0,31.0,6.0,12.0,15.0,10.0,10.0,15.0,18.0
skole-eksempel,2,2.0,,,,,,,,
skolearbeidet,1,,,,,,,,,
skolebenken,2,1.0,,,,,,,,
skoleeksempel,2,3.0,2.0,6.0,10.0,7.0,5.0,5.0,4.0,1.0
skolen,5,8.0,5.0,10.0,7.0,6.0,11.0,13.0,19.0,14.0
skolenøden,1,,,,,,,,,
skoler,3,2.0,2.0,,2.0,3.0,,18.0,21.0,8.0
skoles,1,1.0,,,,,,,,
skolespørsmål,1,1.0,,,,,,,,
skolestyre,1,1.0,,,,,,,,
skoleundervisning,1,1.0,,,,,,,,
skolevesen,1,1.0,1.0,,,,,2.0,2.0,
skoleår,1,1.0,,,,1.0,1.0,1.0,,
skolm,1,,,,,,,,,
skorter,1,,,,,,,,,
skrev,4,9.0,12.0,8.0,4.0,7.0,11.0,14.0,21.0,20.0
skrevet,14,11.0,11.0,11.0,27.0,29.0,33.0,44.0,44.0,31.0
skribent,2,3.0,2.0,1.0,1.0,,1.0,,,1.0
skribentervirksomhet,1,1.0,,,,,,,,
skribentvirk-,1,,,,,,,,,
skribentvirksomhet,1,2.0,1.0,,1.0,2.0,1.0,4.0,4.0,1.0
skrif,1,1.0,1.0,,,,,,,
skriftlig,1,2.0,2.0,1.0,7.0,10.0,19.0,31.0,34.0,17.0
skritt,1,,,,1.0,1.0,4.0,2.0,,1.0
skriv,1,2.0,3.0,2.0,3.0,5.0,6.0,8.0,8.0,8.0
skrive,10,8.0,6.0,5.0,11.0,22.0,23.0,26.0,28.0,33.0
skriveferdighet,1,,,,,,,,,
skrivefor,1,1.0,1.0,,,,,,,
skrivefør,2,2.0,2.0,,,,9.0,9.0,1.0,1.0
skrivekunst,3,4.0,5.0,1.0,,2.0,3.0,14.0,12.0,2.0
skrivemåte,2,13.0,13.0,1.0,,1.0,1.0,1.0,,
skriver,14,18.0,26.0,30.0,35.0,42.0,45.0,63.0,64.0,55.0
skrives,1,1.0,,,,1.0,,1.0,1.0,3.0
skuddet,1,,,,,,2.0,2.0,2.0,
skuespill,2,2.0,3.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0
skuffelse,1,1.0,,,,,,,,1.0
skulemeister,1,,,,,,,,,
skulle,12,26.0,21.0,9.0,26.0,41.0,47.0,60.0,63.0,69.0
skusle,1,,,,,,,,,
skyggesider,1,,,,,,1.0,1.0,,
skyld,2,2.0,2.0,4.0,4.0,1.0,5.0,8.0,6.0,6.0
skylden,1,1.0,,,,,,,,
skyldig,2,1.0,1.0,1.0,1.0,1.0,,,,
skyldtes,1,,,,,,,1.0,1.0,1.0
sl,1,3.0,2.0,,1.0,1.0,2.0,2.0,3.0,1.0
sladder,1,3.0,6.0,5.0,1.0,3.0,2.0,5.0,5.0,3.0
sladderaktige,5,,,,,,,,,
slag,1,2.0,3.0,5.0,7.0,11.0,5.0,4.0,9.0,7.0
slagord,1,1.0,,1.0,6.0,6.0,,,,
slags,29,31.0,40.0,44.0,55.0,103.0,90.0,106.0,98.0,71.0
slagskipet,1,1.0,1.0,,,,,,,
slarv,1,1.0,1.0,,3.0,1.0,,1.0,2.0,2.0
slatt,1,,,,,,,1.0,1.0,1.0
slengt,1,1.0,,,,,1.0,1.0,1.0,
slentrende,1,1.0,,,,1.0,,,,
slett,2,7.0,15.0,22.0,23.0,26.0,50.0,88.0,99.0,111.0
slibrige,1,1.0,,,,,,,,
slik,36,41.0,49.0,76.0,119.0,183.0,188.0,230.0,246.0,189.0
slike,7,13.0,8.0,3.0,8.0,18.0,27.0,30.0,41.0,48.0
slikt,2,8.0,11.0,10.0,9.0,11.0,12.0,20.0,21.0,23.0
slili,1,,,,,,,,,
slippe,1,2.0,1.0,4.0,6.0,4.0,3.0,3.0,5.0,6.0
slite,1,,,,,,,,,
slo,13,13.0,8.0,5.0,13.0,14.0,8.0,6.0,9.0,10.0
sluker,1,1.0,,,,,,,,
slukte,1,,,,,,,,,
slurvet,2,1.0,,,,1.0,2.0,3.0,2.0,
slutt,2,2.0,,1.0,7.0,11.0,9.0,13.0,11.0,6.0
slå,2,2.0,1.0,5.0,9.0,9.0,7.0,6.0,4.0,1.0
slåss,1,1.0,1.0,,1.0,1.0,2.0,2.0,4.0,3.0
slått,5,2.0,3.0,3.0,5.0,4.0,2.0,3.0,4.0,4.0
smak,1,1.0,2.0,2.0,1.0,1.0,6.0,5.0,3.0,1.0
smakløs,2,1.0,1.0,1.0,1.0,2.0,5.0,4.0,6.0,2.0
smart,2,1.0,,1.0,5.0,4.0,,,,
smarte,1,1.0,,,,,,,,1.0
smigrende,2,6.0,5.0,1.0,,,,,1.0,1.0
smilende,1,1.0,,,,,,,,
smilets,1,1.0,1.0,,,,,,,
smule,1,2.0,1.0,,,7.0,10.0,21.0,21.0,10.0
små,3,2.0,3.0,2.0,4.0,6.0,5.0,9.0,7.0,5.0
snafere,1,,,,,,,,,
snakke,3,1.0,2.0,6.0,11.0,13.0,19.0,14.0,11.0,11.0
snakker,2,3.0,1.0,2.0,3.0,5.0,4.0,11.0,11.0,13.0
snakkes,1,1.0,,,,,4.0,5.0,3.0,2.0
snakket,2,3.0,2.0,2.0,4.0,4.0,2.0,7.0,8.0,5.0
snarere,3,3.0,3.0,1.0,,,6.0,6.0,7.0,7.0
snarest,1,1.0,1.0,5.0,4.0,1.0,4.0,5.0,1.0,
snarlig,1,1.0,,,,,,,,
snart,1,,2.0,2.0,,7.0,9.0,11.0,13.0,10.0
snni,1,,,,,,,,,
so,2,,1.0,2.0,1.0,,1.0,1.0,1.0,4.0
sober,2,6.0,6.0,4.0,4.0,1.0,2.0,3.0,4.0,
soin,3,1.0,1.0,,,,,,,
soker,4,6.0,4.0,7.0,5.0,3.0,2.0,1.0,5.0,7.0
sokes,5,4.0,2.0,1.0,2.0,1.0,,,,
soldatliv,1,,,,,,,,,
solid,2,1.0,2.0,8.0,6.0,12.0,19.0,34.0,36.0,17.0
som,403,576.0,727.0,849.0,1090.0,1487.0,1675.0,2260.0,2321.0,2206.0
som-,1,,,,,,,1.0,,
somhet,2,1.0,,3.0,5.0,4.0,2.0,3.0,2.0,1.0
somhovederverv,1,1.0,,,,,,,,
sommerferiene,1,,,,,,,,,
somrer,1,1.0,,,,,,,,
sona,1,,,,,,,,,
soni,1,1.0,1.0,,1.0,1.0,,,,
sonr,1,1.0,1.0,,,,,,,
sons,1,,,,,,,,,
sora,1,1.0,1.0,,,,,,,
sosial,4,4.0,4.0,1.0,1.0,1.0,1.0,1.0,,
sosialdemokratiets,1,,,,,,,,,
sosiale,1,2.0,56.0,56.0,57.0,5.0,7.0,4.0,2.0,2.0
sosialist-pressen,1,,,,,,,,,
sosialistiske,3,7.0,7.0,1.0,2.0,1.0,,,,
sosialistpressen,1,1.0,1.0,,,,,,,
sosialpolitikk,2,1.0,1.0,,,1.0,,,1.0,1.0
sosialt,10,10.0,2.0,3.0,3.0,3.0,,3.0,2.0,
sosialøkonomi,3,2.0,6.0,6.0,,2.0,,1.0,2.0,2.0
sosialøkonomisk,2,2.0,,,,,,,,
sosiologi,1,4.0,20.0,46.0,45.0,7.0,6.0,9.0,11.0,18.0
sovi,1,,,,,,,,,
spalten,1,,,,,,,,,
spalteplass,2,3.0,3.0,2.0,,,,3.0,3.0,1.0
speech,1,1.0,,,,,,,,
spekket,1,1.0,,,,2.0,2.0,2.0,1.0,
spekulative,1,1.0,,,1.0,3.0,4.0,3.0,1.0,1.0
spennende,6,2.0,3.0,3.0,9.0,39.0,33.0,27.0,33.0,36.0
spenner,2,2.0,2.0,1.0,3.0,3.0,2.0,2.0,,2.0
spesial,1,1.0,,3.0,3.0,,,11.0,11.0,
spesialfelt,1,3.0,4.0,2.0,2.0,,5.0,5.0,3.0,
spesialfelter,2,2.0,,,,,,,,
spesialforelesninger,4,,,,,,,,,
spesialisering,1,1.0,,,,6.0,3.0,,1.0,2.0
spesialiserte,2,4.0,5.0,1.0,1.0,,,,,
spesialkurser,1,1.0,,1.0,2.0,2.0,,,,
spesiell,1,1.0,6.0,9.0,4.0,10.0,9.0,16.0,15.0,13.0
spesielle,8,10.0,15.0,14.0,7.0,11.0,14.0,17.0,8.0,5.0
spesielt,1,7.0,8.0,7.0,11.0,10.0,14.0,31.0,23.0,21.0
spiller,3,2.0,,,1.0,2.0,3.0,3.0,2.0,2.0
spilte,1,1.0,1.0,1.0,1.0,,,1.0,,1.0
spionasje,4,,,,,4.0,4.0,5.0,,
spiritismens,1,1.0,,,,,,,,
spor,1,8.0,8.0,,2.0,3.0,4.0,6.0,7.0,7.0
sporsmal,1,3.0,3.0,,,,1.0,2.0,1.0,
sport,10,10.0,10.0,4.0,4.0,6.0,5.0,12.0,15.0,20.0
sportsflyving,1,,,,,,,,,
spottegauken,1,1.0,,,,,,,,
spr,1,,1.0,1.0,1.0,,,,,
sprakende,1,1.0,1.0,,,,,,,
sproc,1,1.0,,,,,,,,
sprog,1,4.0,5.0,4.0,3.0,2.0,1.0,2.0,1.0,1.0
sprogkunn-,1,1.0,,,,,,,,
sprogkunnskaper,1,1.0,2.0,1.0,,,,,,
sproglig,1,,,,,,,,,
sprunget,1,,,,,,,,,
språk,5,10.0,29.0,24.0,27.0,12.0,3.0,23.0,27.0,27.0
språkkunnskaper,1,1.0,,,,4.0,4.0,14.0,20.0,18.0
språkstriden,1,1.0,,,,,,,,
spørre,2,2.0,2.0,1.0,,4.0,6.0,5.0,3.0,5.0
spørretime,1,,,,,,,,,
spørsmål,8,24.0,25.0,6.0,12.0,27.0,41.0,34.0,31.0,36.0
spørsmålet,2,1.0,2.0,2.0,3.0,10.0,9.0,12.0,8.0,16.0
spørsmålstegn,2,1.0,1.0,2.0,2.0,2.0,1.0,1.0,8.0,8.0
ssg,1,,,,,,,,,
ssod,1,,,,,,,,,
stadig,5,13.0,13.0,8.0,18.0,32.0,41.0,60.0,63.0,38.0
